Quality_assessment	SampleType	MAG_ID	n_contigs	contig_bp	ctg_N50	ctg_L50	gc_avg	Completeness	Contamination	quality_score
Medium-quality	Rumen	ruminal_MAG_695	461	2039030	133	4859	0.52160	70.57	0.63	67.42
Medium-quality	Rumen	ruminal_MAG_696	517	1092646	147	2234	0.47284	62.06	2.92	47.46
Medium-quality	Rumen	ruminal_MAG_697	821	1927772	243	2627	0.58328	65.19	2.9	50.69
Medium-quality	Rumen	ruminal_MAG_698	513	3259555	95	9180	0.49126	66.92	2.2	55.92
Medium-quality	Rumen	ruminal_MAG_699	798	1544326	263	2092	0.50255	66.34	4.81	42.29
Medium-quality	Rumen	ruminal_MAG_700	320	1561107	87	5126	0.34673	75.73	4.8	51.73
Medium-quality	Rumen	ruminal_MAG_701	728	1238373	255	1729	0.44949	58.36	3.94	38.66
Medium-quality	Rumen	ruminal_MAG_702	474	996992	139	2278	0.36857	75.62	6.39	43.67
Medium-quality	Rumen	ruminal_MAG_703	1607	3629315	477	2497	0.55861	69.74	4.27	48.39
Medium-quality	Rumen	ruminal_MAG_704	273	2294789	41	14975	0.53650	61.11	2.74	47.41
Medium-quality	Rumen	ruminal_MAG_705	385	2307821	100	7147	0.51651	62.53	4.57	39.68
Medium-quality	Rumen	ruminal_MAG_706	536	1505953	143	3353	0.53316	74.46	0.88	70.06
Medium-quality	Rumen	ruminal_MAG_707	770	1553473	252	2150	0.49592	61.22	3.8	42.22
Medium-quality	Rumen	ruminal_MAG_708	1107	2166133	362	2087	0.57308	60.87	4.39	38.92
Medium-quality	Rumen	ruminal_MAG_709	994	1662872	335	1667	0.57175	53.97	3.14	38.27
Medium-quality	Rumen	ruminal_MAG_710	1003	1846054	330	1895	0.30897	66.7	1.64	58.5
Medium-quality	Rumen	ruminal_MAG_711	709	2089380	210	3062	0.70677	56.34	6.89	21.89
Medium-quality	Rumen	ruminal_MAG_712	685	1723275	197	2859	0.37645	75.45	1.08	70.05
Medium-quality	Rumen	ruminal_MAG_713	459	898542	140	2080	0.42908	61.01	1.21	54.96
Medium-quality	Rumen	ruminal_MAG_714	1049	2465846	328	2581	0.61751	63.19	4.61	40.14
Medium-quality	Rumen	ruminal_MAG_715	1220	4294422	314	4252	0.52312	79.01	3.4	62.01
Medium-quality	Rumen	ruminal_MAG_716	758	1973591	209	2854	0.49866	77.57	4.86	53.27
Medium-quality	Rumen	ruminal_MAG_717	642	2427259	162	4653	0.47654	79.4	7.01	44.35
Medium-quality	Rumen	ruminal_MAG_718	126	2127245	19	33242	0.53553	70.72	1.52	63.12
Medium-quality	Rumen	ruminal_MAG_719	884	2135885	268	2743	0.49978	63.28	2.19	52.33
Medium-quality	Rumen	ruminal_MAG_720	722	1668988	214	2660	0.34383	71.2	2.37	59.35
Medium-quality	Rumen	ruminal_MAG_721	116	1964651	21	33337	0.48889	78.69	2.42	66.59
Medium-quality	Rumen	ruminal_MAG_722	465	2237712	133	5682	0.49036	76.97	3.62	58.87
Medium-quality	Rumen	ruminal_MAG_723	91	1843178	8	66294	0.27940	78.32	0.53	75.67
Medium-quality	Rumen	ruminal_MAG_724	246	2498987	51	14656	0.56271	60.68	2.28	49.28
Medium-quality	Rumen	ruminal_MAG_725	534	2174271	159	4368	0.38946	69.72	3.03	54.57
Medium-quality	Rumen	ruminal_MAG_726	1669	3664855	481	2417	0.52427	71.02	7.2	35.02
Medium-quality	Rumen	ruminal_MAG_727	738	1818270	222	2804	0.44944	77.01	2.23	65.86
Medium-quality	Rumen	ruminal_MAG_728	636	1620845	183	2889	0.49978	72.41	4.66	49.11
Medium-quality	Rumen	ruminal_MAG_729	798	1772818	241	2358	0.39461	68.1	4.74	44.4
Medium-quality	Rumen	ruminal_MAG_730	529	1208966	150	2574	0.48596	75.66	3.55	57.91
Medium-quality	Rumen	ruminal_MAG_731	1154	2391793	350	2261	0.48147	65.89	9.53	18.24
Medium-quality	Rumen	ruminal_MAG_732	397	1837851	116	5073	0.53370	61.51	2.76	47.71
Medium-quality	Rumen	ruminal_MAG_733	1003	2657435	271	3092	0.69746	73.01	2.3	61.51
Medium-quality	Rumen	ruminal_MAG_734	797	1903940	227	2646	0.47566	67.98	2.12	57.38
Medium-quality	Rumen	ruminal_MAG_735	260	1205885	77	4987	0.62337	58.73	0.67	55.38
Medium-quality	Rumen	ruminal_MAG_736	518	1048691	157	2219	0.43239	62.27	0.81	58.22
Medium-quality	Rumen	ruminal_MAG_737	833	2100086	238	2811	0.49185	72.2	1.34	65.5
Medium-quality	Rumen	ruminal_MAG_738	750	1858078	240	2666	0.61465	53.31	4.37	31.46
Medium-quality	Rumen	ruminal_MAG_739	1475	3333581	402	2528	0.69382	64.92	9.3	18.42
Medium-quality	Rumen	ruminal_MAG_740	301	562303	99	1926	0.43482	54.35	0.3	52.85
Medium-quality	Rumen	ruminal_MAG_741	428	1584076	135	3870	0.52481	59.59	7.56	21.79
Medium-quality	Rumen	ruminal_MAG_742	965	1608222	341	1695	0.45322	56.06	4.36	34.26
Medium-quality	Rumen	ruminal_MAG_743	376	698217	120	1948	0.48225	65.77	2.41	53.72
Medium-quality	Rumen	ruminal_MAG_744	587	1087567	183	1882	0.57342	69.37	3.84	50.17
Medium-quality	Rumen	ruminal_MAG_745	658	2038894	197	3494	0.61806	69.95	3.72	51.35
Medium-quality	Rumen	ruminal_MAG_746	502	867942	174	1806	0.48895	60.41	0.59	57.46
Medium-quality	Rumen	ruminal_MAG_747	77	2133769	20	36629	0.59983	69.68	4.44	47.48
Medium-quality	Rumen	ruminal_MAG_748	183	1229901	39	8885	0.32292	58.74	0.81	54.69
Medium-quality	Rumen	ruminal_MAG_749	156	1449105	38	12298	0.62515	79.38	5.48	51.98
Medium-quality	Rumen	ruminal_MAG_750	197	2010200	45	12624	0.58905	76.48	2.94	61.78
Medium-quality	Rumen	ruminal_MAG_751	332	1883876	93	6555	0.60507	72.46	7.28	36.06
Medium-quality	Rumen	ruminal_MAG_752	142	1307635	40	10641	0.53886	77.96	0.0	77.96
Medium-quality	Rumen	ruminal_MAG_753	79	1110396	19	18120	0.53185	72.25	0.48	69.85
Medium-quality	Rumen	ruminal_MAG_754	168	858641	51	5698	0.26351	71.6	1.1	66.1
Medium-quality	Rumen	ruminal_MAG_755	85	1774898	18	28420	0.44780	74.88	0.48	72.48
Medium-quality	Rumen	ruminal_MAG_756	105	704485	25	8326	0.28708	60.86	0.62	57.76
Medium-quality	Rumen	ruminal_MAG_757	136	823123	35	7364	0.39867	62.84	3.58	44.94
Medium-quality	Rumen	ruminal_MAG_758	184	1214098	52	8002	0.54285	66.01	2.38	54.11
Medium-quality	Rumen	ruminal_MAG_759	218	1622807	59	8941	0.60147	69.48	0.0	69.48
Medium-quality	Rumen	ruminal_MAG_760	163	1809522	35	15138	0.38399	82.74	7.11	47.19
Medium-quality	Rumen	ruminal_MAG_761	75	2175838	19	40708	0.55339	52.91	0.74	49.21
Medium-quality	Rumen	ruminal_MAG_762	166	750731	44	5220	0.25612	52.88	4.66	29.58
Medium-quality	Rumen	ruminal_MAG_763	122	2217768	14	49267	0.38738	65.22	1.48	57.82
Medium-quality	Rumen	ruminal_MAG_764	388	4516348	60	20107	0.30839	77.82	3.5	60.32
Medium-quality	Rumen	ruminal_MAG_765	136	990536	39	7998	0.58081	54.47	0.1	53.97
Medium-quality	Rumen	ruminal_MAG_766	216	936438	67	4728	0.40259	68.6	1.08	63.2
Medium-quality	Rumen	ruminal_MAG_767	133	1099063	30	11717	0.53871	76.27	0.0	76.27
Medium-quality	Rumen	ruminal_MAG_768	130	3219380	26	38085	0.57212	68.55	0.81	64.5
Medium-quality	Rumen	ruminal_MAG_769	332	2248878	93	8072	0.49223	72.38	0.89	67.93
Medium-quality	Rumen	ruminal_MAG_770	257	1778383	57	8724	0.29189	50.93	5.14	25.23
Medium-quality	Rumen	ruminal_MAG_771	154	1208687	41	9933	0.59971	74.19	1.69	65.74
Medium-quality	Rumen	ruminal_MAG_772	323	1871760	94	6759	0.51347	58.85	1.9	49.35
Medium-quality	Rumen	ruminal_MAG_773	476	2841041	142	6518	0.46761	70.14	9.54	22.44
Medium-quality	Rumen	ruminal_MAG_774	54	1506809	13	36667	0.53242	76.38	1.34	69.68
Medium-quality	Rumen	ruminal_MAG_775	100	3089131	17	40450	0.54733	74.98	0.67	71.63
Medium-quality	Rumen	ruminal_MAG_776	250	2841602	58	16127	0.55862	75.63	0.0	75.63
Medium-quality	Rumen	ruminal_MAG_777	187	921199	59	5321	0.61542	56.83	1.85	47.58
Medium-quality	Rumen	ruminal_MAG_778	44	1385264	8	54531	0.61989	59.15	0.0	59.15
Medium-quality	Rumen	ruminal_MAG_779	147	1640458	32	15844	0.59829	64.93	0.69	61.48
Medium-quality	Rumen	ruminal_MAG_780	228	1094956	68	5431	0.62509	56.16	1.61	48.11
Medium-quality	Rumen	ruminal_MAG_781	222	2060823	47	12210	0.58736	64.02	4.59	41.07
Medium-quality	Rumen	ruminal_MAG_782	316	1817370	85	6412	0.63427	64.56	0.71	61.01
Medium-quality	Rumen	ruminal_MAG_783	394	2215886	72	8951	0.56183	62.64	0.14	61.94
Medium-quality	Rumen	ruminal_MAG_784	117	798965	22	9901	0.36040	71.09	4.44	48.89
Medium-quality	Rumen	ruminal_MAG_785	483	1431950	135	3021	0.45665	54.9	5.79	25.95
Medium-quality	Rumen	ruminal_MAG_786	274	1321151	65	6317	0.58643	70.21	2.54	57.51
Medium-quality	Rumen	ruminal_MAG_787	847	3245525	210	4884	0.57533	75.78	4.77	51.93
Medium-quality	Rumen	ruminal_MAG_788	309	1268044	78	5121	0.52200	58.02	5.97	28.17
Medium-quality	Rumen	ruminal_MAG_789	883	1765929	251	2067	0.41218	66.81	1.39	59.86
