Quality_assessment	SampleType	MAG_ID	n_contigs	Total_length	L50	N50	Largest_contig	Average_GC	Completeness	Contamination	Quality_score	Genome_Coverage
Medium-quality	Rumen	ruminal_MAG_591	113	3070709	13	80040	265721	0.5711	73.07	1	68.07	NA
Medium-quality	Rumen	ruminal_MAG_592	146	2849169	18	55412	186571	0.57476	82.33	9.5	34.83	NA
Medium-quality	Rumen	ruminal_MAG_593	283	2255776	49	14470	51396	0.52369	76.96	4.92	52.36	NA
Medium-quality	Rumen	ruminal_MAG_594	238	1127325	69	5546	23563	0.50575	61.85	1.19	55.9	NA
Medium-quality	Rumen	ruminal_MAG_595	161	623161	51	4092	18945	0.59588	54.63	0.85	50.38	NA
Medium-quality	Rumen	ruminal_MAG_596	902	2905844	228	3878	139885	0.38322	86.41	8.03	46.26	NA
Medium-quality	Rumen	ruminal_MAG_597	272	1866800	64	8977	26273	0.61378	74.7	1.34	68	NA
Medium-quality	Rumen	ruminal_MAG_598	845	1567121	282	1949	10348	0.54145	52.91	3.58	35.01	NA
Medium-quality	Rumen	ruminal_MAG_599	360	2295257	82	7470	78127	0.50014	67.03	5.59	39.08	NA
High-quality	Rumen	ruminal_MAG_6	78	1506000	14	31750	126431	0.36832	96.63	2.25	85.38	16x
High-quality	Rumen	ruminal_MAG_60	159	2700177	27	26987	203065	0.48894	96.04	1.49	88.59	8x
Medium-quality	Rumen	ruminal_MAG_600	793	2363111	227	3406	15660	0.62155	72.24	4.03	52.09	NA
Medium-quality	Rumen	ruminal_MAG_601	523	1799408	147	3934	19029	0.64126	59.36	4.69	35.91	NA
Medium-quality	Rumen	ruminal_MAG_602	311	1729454	73	7454	30189	0.3266	75.68	5.06	50.38	NA
Medium-quality	Rumen	ruminal_MAG_603	828	1382059	289	1660	12650	0.50038	53.11	4.58	30.21	NA
Medium-quality	Rumen	ruminal_MAG_604	263	1042201	79	4371	15309	0.4031	75.06	4.3	53.56	NA
Medium-quality	Rumen	ruminal_MAG_605	303	2107715	67	9242	52965	0.33215	74.56	5.2	48.56	NA
Medium-quality	Rumen	ruminal_MAG_606	1293	3054976	364	2709	17567	0.69047	68.7	4.8	44.7	NA
Medium-quality	Rumen	ruminal_MAG_607	353	1561766	70	5304	69645	0.48913	53.04	3.11	37.49	NA
Medium-quality	Rumen	ruminal_MAG_608	265	1472511	67	6730	19784	0.5086	76.04	2.84	61.84	NA
Medium-quality	Rumen	ruminal_MAG_609	302	1746022	79	7022	30630	0.45204	67.65	1.72	59.05	NA
High-quality	Rumen	ruminal_MAG_61	279	4427745	43	27647	141594	0.53749	94.34	2.1	83.84	15x
Medium-quality	Rumen	ruminal_MAG_610	464	821266	149	1786	6547	0.36752	62.46	4.62	39.36	NA
Medium-quality	Rumen	ruminal_MAG_611	846	2343798	244	3081	14389	0.48855	65.54	2.15	54.79	NA
Medium-quality	Rumen	ruminal_MAG_612	933	2226614	274	2627	11474	0.47941	69.95	5.49	42.5	NA
Medium-quality	Rumen	ruminal_MAG_613	1110	2678699	307	2764	16809	0.6924	60.92	3.86	41.62	NA
Medium-quality	Rumen	ruminal_MAG_614	533	1854376	140	4158	19090	0.34418	79.2	3.09	63.75	NA
Medium-quality	Rumen	ruminal_MAG_615	211	645071	54	4079	14262	0.43725	64.25	1.38	57.35	NA
Medium-quality	Rumen	ruminal_MAG_616	576	1338527	168	2607	13376	0.32864	56.67	2.76	42.87	NA
Medium-quality	Rumen	ruminal_MAG_617	122	432520	31	4681	13201	0.28091	73.44	0.26	72.14	NA
Medium-quality	Rumen	ruminal_MAG_618	880	1589347	293	1855	8293	0.60042	56.6	2.38	44.7	NA
Medium-quality	Rumen	ruminal_MAG_619	1334	2116954	472	1556	9152	0.50782	55.23	8.49	12.78	NA
High-quality	Rumen	ruminal_MAG_62	119	3015062	24	44853	118905	0.54067	91.89	1.07	86.54	13x
Medium-quality	Rumen	ruminal_MAG_620	571	1607667	150	3193	42122	0.58649	79.77	2.59	66.82	NA
Medium-quality	Rumen	ruminal_MAG_621	338	1403464	108	4426	16716	0.54198	71.03	0.11	70.48	NA
Medium-quality	Rumen	ruminal_MAG_622	270	1880945	49	8874	77055	0.49866	78.08	0.87	73.73	NA
Medium-quality	Rumen	ruminal_MAG_623	231	1876200	55	10670	28475	0.54702	69.84	0.25	68.59	NA
Medium-quality	Rumen	ruminal_MAG_624	1035	1932042	329	2000	33341	0.60742	60.58	5.92	30.98	NA
Medium-quality	Rumen	ruminal_MAG_625	510	1171748	149	2617	10688	0.48513	72.36	0	72.36	NA
Medium-quality	Rumen	ruminal_MAG_626	684	1436626	213	2282	9149	0.37967	68.73	1.71	60.18	NA
Medium-quality	Rumen	ruminal_MAG_627	562	1590089	139	3367	19041	0.56123	89.7	9.2	43.7	NA
Medium-quality	Rumen	ruminal_MAG_628	316	539469	108	1718	6072	0.48198	56.79	0.67	53.44	NA
Medium-quality	Rumen	ruminal_MAG_629	938	2466280	274	2954	21562	0.48666	75.41	2.22	64.31	NA
High-quality	Rumen	ruminal_MAG_63	143	3816110	26	44555	165912	0.52651	94.26	2.96	79.46	28x
Medium-quality	Rumen	ruminal_MAG_630	520	1079011	165	2219	6868	0.58398	63.18	2.13	52.53	NA
Medium-quality	Rumen	ruminal_MAG_631	1393	2173371	509	1547	5906	0.5249	55.1	3.68	36.7	NA
Medium-quality	Rumen	ruminal_MAG_632	407	1101167	131	2892	9397	0.55727	64.48	7.46	27.18	NA
Medium-quality	Rumen	ruminal_MAG_633	728	5571724	141	11330	64661	0.52282	90.9	9.42	43.8	NA
Medium-quality	Rumen	ruminal_MAG_634	66	1012121	14	23127	93274	0.53752	50.76	0	50.76	NA
Medium-quality	Rumen	ruminal_MAG_635	157	2735527	25	29564	154671	0.49385	75.09	1.12	69.49	NA
Medium-quality	Rumen	ruminal_MAG_636	543	1061976	165	2026	11408	0.3611	69.81	2.64	56.61	NA
Medium-quality	Rumen	ruminal_MAG_637	516	1315417	145	2954	12005	0.48987	61.27	1.06	55.97	NA
Medium-quality	Rumen	ruminal_MAG_638	839	1851590	246	2368	42379	0.53566	65.81	2.33	54.16	NA
Medium-quality	Rumen	ruminal_MAG_639	865	4597229	212	6307	32475	0.51205	82.19	7.63	44.04	NA
High-quality	Rumen	ruminal_MAG_64	165	3406620	32	32462	113138	0.54241	96.39	2.74	82.69	13x
Medium-quality	Rumen	ruminal_MAG_640	889	2378602	259	3017	11362	0.49356	64.61	0.82	60.51	NA
Medium-quality	Rumen	ruminal_MAG_641	1745	3512659	518	2135	10747	0.52284	66.71	5.26	40.41	NA
Medium-quality	Rumen	ruminal_MAG_642	495	2230830	124	5830	16610	0.47635	79.53	4.32	57.93	NA
Medium-quality	Rumen	ruminal_MAG_643	339	776243	99	2677	8036	0.42723	70.81	2.88	56.41	NA
Medium-quality	Rumen	ruminal_MAG_644	654	1772005	196	3057	9376	0.49921	65.85	6.37	34	NA
Medium-quality	Rumen	ruminal_MAG_645	258	1835196	42	13519	52872	0.52854	58.64	3.72	40.04	NA
Medium-quality	Rumen	ruminal_MAG_646	196	1745793	42	12359	44875	0.60628	62.99	0.59	60.04	NA
Medium-quality	Rumen	ruminal_MAG_647	178	1310778	37	10283	50552	0.34526	72.98	2.06	62.68	NA
Medium-quality	Rumen	ruminal_MAG_648	373	845357	104	2606	11159	0.44838	68.22	1.61	60.17	NA
Medium-quality	Rumen	ruminal_MAG_649	1468	2463768	503	1696	12575	0.52591	59.07	2.19	48.12	NA
High-quality	Rumen	ruminal_MAG_65	78	3458169	13	87174	209947	0.50023	93.35	0	93.35	34x
Medium-quality	Rumen	ruminal_MAG_650	253	1366416	65	7176	20619	0.32478	66.83	5.37	39.98	NA
Medium-quality	Rumen	ruminal_MAG_651	667	1294378	212	2055	9051	0.49873	70.23	5.73	41.58	NA
Medium-quality	Rumen	ruminal_MAG_652	713	1520419	202	2349	16151	0.48161	70.57	6.1	40.07	NA
Medium-quality	Rumen	ruminal_MAG_653	410	1649662	102	4983	37576	0.54861	71.53	0.24	70.33	NA
Medium-quality	Rumen	ruminal_MAG_654	692	3283021	189	5555	30607	0.54305	78.87	3.07	63.52	NA
Medium-quality	Rumen	ruminal_MAG_655	328	2880089	79	12062	35411	0.43876	78.84	4.09	58.39	NA
Medium-quality	Rumen	ruminal_MAG_656	655	3697033	138	7814	48687	0.5199	81.75	8.18	40.85	NA
Medium-quality	Rumen	ruminal_MAG_657	578	2032029	135	3787	51005	0.49852	61.16	4.44	38.96	NA
Medium-quality	Rumen	ruminal_MAG_658	333	2332390	82	8796	34494	0.54578	78.09	2.75	64.34	NA
Medium-quality	Rumen	ruminal_MAG_659	698	1635177	218	2537	9971	0.37647	72.29	1.92	62.69	NA
High-quality	Rumen	ruminal_MAG_66	467	2502784	125	6566	22867	0.40083	86.49	5.04	61.29	9x
Medium-quality	Rumen	ruminal_MAG_660	444	1082941	116	2804	17196	0.34693	51.18	2.81	37.13	NA
Medium-quality	Rumen	ruminal_MAG_661	253	673361	82	2712	11590	0.48479	57.96	1.42	50.86	NA
Medium-quality	Rumen	ruminal_MAG_662	920	2159759	251	2519	23222	0.49524	73.17	2.83	59.02	NA
Medium-quality	Rumen	ruminal_MAG_663	1121	2138363	346	1995	7295	0.47859	65.02	9.43	17.87	NA
Medium-quality	Rumen	ruminal_MAG_664	565	3662215	98	10301	54497	0.51702	79.93	3.83	60.78	NA
Medium-quality	Rumen	ruminal_MAG_665	597	1454746	177	2684	10565	0.58253	71.17	1.36	64.37	NA
Medium-quality	Rumen	ruminal_MAG_666	962	1971202	297	2188	8931	0.39203	72.02	3.93	52.37	NA
Medium-quality	Rumen	ruminal_MAG_667	733	1652170	219	2416	14636	0.4989	68.4	5.82	39.3	NA
Medium-quality	Rumen	ruminal_MAG_668	854	2679985	237	3666	27979	0.49192	76.09	1.09	70.64	NA
Medium-quality	Rumen	ruminal_MAG_669	314	1175264	102	3975	13727	0.45993	52.71	5.17	26.86	NA
High-quality	Rumen	ruminal_MAG_67	95	3482890	15	79082	203024	0.48791	94.05	1.1	88.55	64x
Medium-quality	Rumen	ruminal_MAG_670	486	922624	151	1938	30531	0.48312	55.12	2.26	43.82	NA
Medium-quality	Rumen	ruminal_MAG_671	414	1462473	101	4369	20228	0.56527	75.51	4.13	54.86	NA
Medium-quality	Rumen	ruminal_MAG_672	616	1172339	203	2017	10825	0.50278	53.25	4.09	32.8	NA
Medium-quality	Rumen	ruminal_MAG_673	659	1998490	175	3628	17534	0.49543	77.48	3.68	59.08	NA
Medium-quality	Rumen	ruminal_MAG_674	979	2758163	285	3177	17348	0.43375	70.12	2.55	57.37	NA
Medium-quality	Rumen	ruminal_MAG_675	1032	1705613	361	1680	9086	0.43552	60.38	9.94	10.68	NA
Medium-quality	Rumen	ruminal_MAG_676	670	1387815	198	2261	8540	0.32641	79.98	7.88	40.58	NA
Medium-quality	Rumen	ruminal_MAG_677	710	1569361	215	2465	7802	0.44149	73.48	1.92	63.88	NA
Medium-quality	Rumen	ruminal_MAG_678	506	1950402	164	4011	15034	0.46609	60.26	1.21	54.21	NA
Medium-quality	Rumen	ruminal_MAG_679	625	1562172	176	2848	16158	0.58396	76.41	4.2	55.41	NA
High-quality	Rumen	ruminal_MAG_68	133	2758176	17	52126	144920	0.56034	92.31	1.11	86.76	30x
Medium-quality	Rumen	ruminal_MAG_680	1275	4313937	428	3399	22062	0.49765	58.36	8.71	14.81	NA
Medium-quality	Rumen	ruminal_MAG_681	861	2045982	259	2745	11230	0.3939	68.38	2.49	55.93	NA
Medium-quality	Rumen	ruminal_MAG_682	556	1606194	156	3472	10959	0.58203	78.74	1.65	70.49	NA
Medium-quality	Rumen	ruminal_MAG_683	655	1400518	202	2331	10134	0.3376	69.19	1.08	63.79	NA
Medium-quality	Rumen	ruminal_MAG_684	672	2023017	206	3188	12738	0.50119	72.01	7.16	36.21	NA
Medium-quality	Rumen	ruminal_MAG_685	847	2853066	238	3767	13386	0.60165	64.49	3.85	45.24	NA
Medium-quality	Rumen	ruminal_MAG_686	1161	2154383	379	1952	48495	0.49741	61.19	6.98	26.29	NA
Medium-quality	Rumen	ruminal_MAG_687	481	1103093	144	2496	9445	0.48183	65.27	1.47	57.92	NA
Medium-quality	Rumen	ruminal_MAG_688	467	886532	147	1991	6257	0.48461	54.94	0.42	52.84	NA
Medium-quality	Rumen	ruminal_MAG_689	302	679961	91	2447	9741	0.42068	67.33	0.06	67.03	NA
High-quality	Rumen	ruminal_MAG_69	122	3285007	19	57616	179672	0.49655	91.21	3.3	74.71	31x
Medium-quality	Rumen	ruminal_MAG_690	473	1920110	146	4232	18009	0.53086	66.08	0.87	61.73	NA
Medium-quality	Rumen	ruminal_MAG_691	703	1514860	221	2387	7477	0.62091	61.97	1.21	55.92	NA
Medium-quality	Rumen	ruminal_MAG_692	759	3066073	182	5108	24035	0.49558	82.54	6.99	47.59	NA
Medium-quality	Rumen	ruminal_MAG_693	299	1195612	93	4332	14514	0.46184	53.22	2.59	40.27	NA
Medium-quality	Rumen	ruminal_MAG_694	583	1177774	187	2150	6605	0.58233	58.97	1.76	50.17	NA
Medium-quality	Rumen	ruminal_MAG_695	461	2039030	133	4859	21865	0.5216	70.57	0.63	67.42	NA
Medium-quality	Rumen	ruminal_MAG_696	517	1092646	147	2234	15726	0.47284	62.06	2.92	47.46	NA
Medium-quality	Rumen	ruminal_MAG_697	821	1927772	243	2627	10643	0.58328	65.19	2.9	50.69	NA
Medium-quality	Rumen	ruminal_MAG_698	513	3259555	95	9180	50745	0.49126	66.92	2.2	55.92	NA
Medium-quality	Rumen	ruminal_MAG_699	798	1544326	263	2092	7126	0.50255	66.34	4.81	42.29	NA
High-quality	Rumen	ruminal_MAG_7	39	1866771	9	78055	142465	0.32124	96.77	0	96.77	20x
High-quality	Rumen	ruminal_MAG_70	57	2115635	12	62774	132770	0.49588	95.41	0.71	91.86	15x
Medium-quality	Rumen	ruminal_MAG_700	320	1561107	87	5126	43210	0.34673	75.73	4.8	51.73	NA
Medium-quality	Rumen	ruminal_MAG_701	728	1238373	255	1729	5214	0.44949	58.36	3.94	38.66	NA
Medium-quality	Rumen	ruminal_MAG_702	474	996992	139	2278	9128	0.36857	75.62	6.39	43.67	NA
Medium-quality	Rumen	ruminal_MAG_703	1607	3629315	477	2497	11253	0.55861	69.74	4.27	48.39	NA
Medium-quality	Rumen	ruminal_MAG_704	273	2294789	41	14975	102772	0.5365	61.11	2.74	47.41	NA
Medium-quality	Rumen	ruminal_MAG_705	385	2307821	100	7147	55857	0.51651	62.53	4.57	39.68	NA
Medium-quality	Rumen	ruminal_MAG_706	536	1505953	143	3353	17948	0.53316	74.46	0.88	70.06	NA
Medium-quality	Rumen	ruminal_MAG_707	770	1553473	252	2150	8820	0.49592	61.22	3.8	42.22	NA
Medium-quality	Rumen	ruminal_MAG_708	1107	2166133	362	2087	11215	0.57308	60.87	4.39	38.92	NA
Medium-quality	Rumen	ruminal_MAG_709	994	1662872	335	1667	7511	0.57175	53.97	3.14	38.27	NA
High-quality	Rumen	ruminal_MAG_71	23	1613747	5	154001	203327	0.37202	93.55	0	93.55	16x
Medium-quality	Rumen	ruminal_MAG_710	1003	1846054	330	1895	9191	0.30897	66.7	1.64	58.5	NA
Medium-quality	Rumen	ruminal_MAG_711	709	2089380	210	3062	14071	0.70677	56.34	6.89	21.89	NA
Medium-quality	Rumen	ruminal_MAG_712	685	1723275	197	2859	12694	0.37645	75.45	1.08	70.05	NA
Medium-quality	Rumen	ruminal_MAG_713	459	898542	140	2080	9981	0.42908	61.01	1.21	54.96	NA
Medium-quality	Rumen	ruminal_MAG_714	1049	2465846	328	2581	9367	0.61751	63.19	4.61	40.14	NA
Medium-quality	Rumen	ruminal_MAG_715	1220	4294422	314	4252	29295	0.52312	79.01	3.4	62.01	NA
Medium-quality	Rumen	ruminal_MAG_716	758	1973591	209	2854	43357	0.49866	77.57	4.86	53.27	NA
Medium-quality	Rumen	ruminal_MAG_717	642	2427259	162	4653	21290	0.47654	79.4	7.01	44.35	NA
Medium-quality	Rumen	ruminal_MAG_718	126	2127245	19	33242	127848	0.53553	70.72	1.52	63.12	NA
Medium-quality	Rumen	ruminal_MAG_719	884	2135885	268	2743	11304	0.49978	63.28	2.19	52.33	NA
High-quality	Rumen	ruminal_MAG_72	215	2276432	47	16553	52747	0.53736	90.7	1.22	84.6	10x
Medium-quality	Rumen	ruminal_MAG_720	722	1668988	214	2660	10318	0.34383	71.2	2.37	59.35	NA
Medium-quality	Rumen	ruminal_MAG_721	116	1964651	21	33337	71784	0.48889	78.69	2.42	66.59	NA
Medium-quality	Rumen	ruminal_MAG_722	465	2237712	133	5682	23671	0.49036	76.97	3.62	58.87	NA
Medium-quality	Rumen	ruminal_MAG_723	91	1843178	8	66294	191794	0.2794	78.32	0.53	75.67	NA
Medium-quality	Rumen	ruminal_MAG_724	246	2498987	51	14656	59220	0.56271	60.68	2.28	49.28	NA
Medium-quality	Rumen	ruminal_MAG_725	534	2174271	159	4368	35104	0.38946	69.72	3.03	54.57	NA
Medium-quality	Rumen	ruminal_MAG_726	1669	3664855	481	2417	10979	0.52427	71.02	7.2	35.02	NA
Medium-quality	Rumen	ruminal_MAG_727	738	1818270	222	2804	9716	0.44944	77.01	2.23	65.86	NA
Medium-quality	Rumen	ruminal_MAG_728	636	1620845	183	2889	15484	0.49978	72.41	4.66	49.11	NA
Medium-quality	Rumen	ruminal_MAG_729	798	1772818	241	2358	42376	0.39461	68.1	4.74	44.4	NA
High-quality	Rumen	ruminal_MAG_73	291	2448687	72	11280	35813	0.48857	88.71	0.56	85.91	7x
Medium-quality	Rumen	ruminal_MAG_730	529	1208966	150	2574	11724	0.48596	75.66	3.55	57.91	NA
Medium-quality	Rumen	ruminal_MAG_731	1154	2391793	350	2261	12123	0.48147	65.89	9.53	18.24	NA
Medium-quality	Rumen	ruminal_MAG_732	397	1837851	116	5073	18651	0.5337	61.51	2.76	47.71	NA
Medium-quality	Rumen	ruminal_MAG_733	1003	2657435	271	3092	16312	0.69746	73.01	2.3	61.51	NA
Medium-quality	Rumen	ruminal_MAG_734	797	1903940	227	2646	10964	0.47566	67.98	2.12	57.38	NA
Medium-quality	Rumen	ruminal_MAG_735	260	1205885	77	4987	20505	0.62337	58.73	0.67	55.38	NA
Medium-quality	Rumen	ruminal_MAG_736	518	1048691	157	2219	8505	0.43239	62.27	0.81	58.22	NA
Medium-quality	Rumen	ruminal_MAG_737	833	2100086	238	2811	17315	0.49185	72.2	1.34	65.5	NA
Medium-quality	Rumen	ruminal_MAG_738	750	1858078	240	2666	10812	0.61465	53.31	4.37	31.46	NA
Medium-quality	Rumen	ruminal_MAG_739	1475	3333581	402	2528	16762	0.69382	64.92	9.3	18.42	NA
High-quality	Rumen	ruminal_MAG_74	144	2508773	26	33070	97861	0.4498	89.44	0	89.44	35x
Medium-quality	Rumen	ruminal_MAG_740	301	562303	99	1926	7557	0.43482	54.35	0.3	52.85	NA
Medium-quality	Rumen	ruminal_MAG_741	428	1584076	135	3870	19543	0.52481	59.59	7.56	21.79	NA
Medium-quality	Rumen	ruminal_MAG_742	965	1608222	341	1695	5269	0.45322	56.06	4.36	34.26	NA
Medium-quality	Rumen	ruminal_MAG_743	376	698217	120	1948	6972	0.48225	65.77	2.41	53.72	NA
Medium-quality	Rumen	ruminal_MAG_744	587	1087567	183	1882	13399	0.57342	69.37	3.84	50.17	NA
Medium-quality	Rumen	ruminal_MAG_745	658	2038894	197	3494	13011	0.61806	69.95	3.72	51.35	NA
Medium-quality	Rumen	ruminal_MAG_746	502	867942	174	1806	5289	0.48895	60.41	0.59	57.46	NA
Medium-quality	Rumen	ruminal_MAG_747	77	2133769	20	36629	102066	0.59983	69.68	4.44	47.48	NA
Medium-quality	Rumen	ruminal_MAG_748	183	1229901	39	8885	55903	0.32292	58.74	0.81	54.69	NA
Medium-quality	Rumen	ruminal_MAG_749	156	1449105	38	12298	40368	0.62515	79.38	5.48	51.98	NA
High-quality	Rumen	ruminal_MAG_75	94	2197355	21	33548	123480	0.50436	96.77	2.69	83.32	9x
Medium-quality	Rumen	ruminal_MAG_750	197	2010200	45	12624	77494	0.58905	76.48	2.94	61.78	NA
Medium-quality	Rumen	ruminal_MAG_751	332	1883876	93	6555	24461	0.60507	72.46	7.28	36.06	NA
Medium-quality	Rumen	ruminal_MAG_752	142	1307635	40	10641	34662	0.53886	77.96	0	77.96	NA
Medium-quality	Rumen	ruminal_MAG_753	79	1110396	19	18120	58103	0.53185	72.25	0.48	69.85	NA
Medium-quality	Rumen	ruminal_MAG_754	168	858641	51	5698	17822	0.26351	71.6	1.1	66.1	NA
Medium-quality	Rumen	ruminal_MAG_755	85	1774898	18	28420	149719	0.4478	74.88	0.48	72.48	NA
Medium-quality	Rumen	ruminal_MAG_756	105	704485	25	8326	45377	0.28708	60.86	0.62	57.76	NA
Medium-quality	Rumen	ruminal_MAG_757	136	823123	35	7364	27835	0.39867	62.84	3.58	44.94	NA
Medium-quality	Rumen	ruminal_MAG_758	184	1214098	52	8002	29579	0.54285	66.01	2.38	54.11	NA
Medium-quality	Rumen	ruminal_MAG_759	218	1622807	59	8941	43046	0.60147	69.48	0	69.48	NA
High-quality	Rumen	ruminal_MAG_76	333	1840865	82	6806	34950	0.50949	83.67	0.67	80.32	46x
Medium-quality	Rumen	ruminal_MAG_760	163	1809522	35	15138	54851	0.38399	82.74	7.11	47.19	NA
Medium-quality	Rumen	ruminal_MAG_761	75	2175838	19	40708	96787	0.55339	52.91	0.74	49.21	NA
Medium-quality	Rumen	ruminal_MAG_762	166	750731	44	5220	25757	0.25612	52.88	4.66	29.58	NA
Medium-quality	Rumen	ruminal_MAG_763	122	2217768	14	49267	157065	0.38738	65.22	1.48	57.82	NA
Medium-quality	Rumen	ruminal_MAG_764	388	4516348	60	20107	127834	0.30839	77.82	3.5	60.32	NA
Medium-quality	Rumen	ruminal_MAG_765	136	990536	39	7998	26019	0.58081	54.47	0.1	53.97	NA
Medium-quality	Rumen	ruminal_MAG_766	216	936438	67	4728	20501	0.40259	68.6	1.08	63.2	NA
Medium-quality	Rumen	ruminal_MAG_767	133	1099063	30	11717	33047	0.53871	76.27	0	76.27	NA
Medium-quality	Rumen	ruminal_MAG_768	130	3219380	26	38085	131708	0.57212	68.55	0.81	64.5	NA
Medium-quality	Rumen	ruminal_MAG_769	332	2248878	93	8072	21937	0.49223	72.38	0.89	67.93	NA
High-quality	Rumen	ruminal_MAG_77	353	3434558	52	18929	84865	0.45783	93.96	0.67	90.61	21x
Medium-quality	Rumen	ruminal_MAG_770	257	1778383	57	8724	54480	0.29189	50.93	5.14	25.23	NA
Medium-quality	Rumen	ruminal_MAG_771	154	1208687	41	9933	47539	0.59971	74.19	1.69	65.74	NA
Medium-quality	Rumen	ruminal_MAG_772	323	1871760	94	6759	25960	0.51347	58.85	1.9	49.35	NA
Medium-quality	Rumen	ruminal_MAG_773	476	2841041	142	6518	22007	0.46761	70.14	9.54	22.44	NA
Medium-quality	Rumen	ruminal_MAG_774	54	1506809	13	36667	146693	0.53242	76.38	1.34	69.68	NA
Medium-quality	Rumen	ruminal_MAG_775	100	3089131	17	40450	245425	0.54733	74.98	0.67	71.63	NA
Medium-quality	Rumen	ruminal_MAG_776	250	2841602	58	16127	60033	0.55862	75.63	0	75.63	NA
Medium-quality	Rumen	ruminal_MAG_777	187	921199	59	5321	19341	0.61542	56.83	1.85	47.58	NA
Medium-quality	Rumen	ruminal_MAG_778	44	1385264	8	54531	137009	0.61989	59.15	0	59.15	NA
Medium-quality	Rumen	ruminal_MAG_779	147	1640458	32	15844	52772	0.59829	64.93	0.69	61.48	NA
High-quality	Rumen	ruminal_MAG_78	300	3321615	48	20532	60302	0.50223	91.28	1.79	82.33	13x
Medium-quality	Rumen	ruminal_MAG_780	228	1094956	68	5431	28984	0.62509	56.16	1.61	48.11	NA
Medium-quality	Rumen	ruminal_MAG_781	222	2060823	47	12210	46966	0.58736	64.02	4.59	41.07	NA
Medium-quality	Rumen	ruminal_MAG_782	316	1817370	85	6412	42490	0.63427	64.56	0.71	61.01	NA
Medium-quality	Rumen	ruminal_MAG_783	394	2215886	72	8951	49449	0.56183	62.64	0.14	61.94	NA
Medium-quality	Rumen	ruminal_MAG_784	117	798965	22	9901	54392	0.3604	71.09	4.44	48.89	NA
Medium-quality	Rumen	ruminal_MAG_785	483	1431950	135	3021	21933	0.45665	54.9	5.79	25.95	NA
Medium-quality	Rumen	ruminal_MAG_786	274	1321151	65	6317	26953	0.58643	70.21	2.54	57.51	NA
Medium-quality	Rumen	ruminal_MAG_787	847	3245525	210	4884	26275	0.57533	75.78	4.77	51.93	NA
Medium-quality	Rumen	ruminal_MAG_788	309	1268044	78	5121	20882	0.522	58.02	5.97	28.17	NA
Medium-quality	Rumen	ruminal_MAG_789	883	1765929	251	2067	62898	0.41218	66.81	1.39	59.86	NA
High-quality	Rumen	ruminal_MAG_79	73	2370138	13	56465	169240	0.52188	95.7	1.08	90.3	6x
High-quality	Rumen	ruminal_MAG_8	71	3398767	14	70899	249293	0.48593	100	0.02	99.9	19x
High-quality	Rumen	ruminal_MAG_80	111	2440730	16	49253	139370	0.40852	99.11	0	99.11	20x
High-quality	Rumen	ruminal_MAG_81	232	2354009	50	13978	60408	0.54983	95.3	2.53	82.65	9x
High-quality	Rumen	ruminal_MAG_82	113	2560550	21	39690	129000	0.59238	88.1	0.77	84.25	13x
High-quality	Rumen	ruminal_MAG_83	148	2300083	32	22707	79575	0.37479	97.31	1.52	89.71	14x
High-quality	Rumen	ruminal_MAG_84	847	2066518	251	2696	11101	0.39437	80.06	4.16	59.26	3x
High-quality	Rumen	ruminal_MAG_85	257	3221651	38	23707	87009	0.51575	93.49	1.64	85.29	76x
High-quality	Rumen	ruminal_MAG_86	199	2507787	30	26374	88539	0.34581	97.1	5.07	71.75	22x
High-quality	Rumen	ruminal_MAG_87	341	1547461	65	6314	38671	0.36663	89.74	3.69	71.29	10x
High-quality	Rumen	ruminal_MAG_88	279	1561457	59	7483	38430	0.52302	94.57	2.25	83.32	9x
High-quality	Rumen	ruminal_MAG_89	660	3394342	181	5839	30186	0.42125	89.33	3.91	69.78	8x
High-quality	Rumen	ruminal_MAG_9	357	2496630	86	9059	50087	0.61768	88.04	5.07	62.69	9x
High-quality	Rumen	ruminal_MAG_90	54	2695185	11	86813	187557	0.51057	92.87	0.4	90.87	16x
High-quality	Rumen	ruminal_MAG_91	71	2398927	15	49402	190983	0.49268	90.08	2.35	78.33	13x
High-quality	Rumen	ruminal_MAG_92	455	2983016	112	8228	34570	0.59931	80.96	4.96	56.16	10x
High-quality	Rumen	ruminal_MAG_93	246	4684732	48	31381	147217	0.42574	94.81	5.06	69.51	16x
High-quality	Rumen	ruminal_MAG_94	330	2962274	72	12596	47289	0.47453	95.56	2.48	83.16	10x
High-quality	Rumen	ruminal_MAG_95	289	1922746	70	8788	29331	0.61682	84.65	2.51	72.1	10x
High-quality	Rumen	ruminal_MAG_96	253	2506284	50	14103	78964	0.42929	91.68	1.95	81.93	9x
High-quality	Rumen	ruminal_MAG_97	200	3158694	39	23119	105284	0.61559	96.31	0.84	92.11	11x
High-quality	Rumen	ruminal_MAG_98	681	2602183	179	4679	38027	0.59281	88.44	4.16	67.64	8x
High-quality	Rumen	ruminal_MAG_99	647	2533140	147	4972	34204	0.49323	84.69	4.76	60.89	5x
